Year,State,Tobacco Use,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group),To (Reference group),Cigarette Use Prevalence % (Reference group),Disparity Value
2016,Pennsylvania,Cigarette Use among Adults,Employment,Employed or Self,18.4,Unemployed,39.6,0.5
2016,Pennsylvania,Cigarette Use among Adults,Employment,Homemaker or Student,11.8,Employed or Self,18.4,0.6
2016,Pennsylvania,Cigarette Use among Adults,Employment,Homemaker or Student,11.8,Retired,8.6,1.4
2016,Pennsylvania,Cigarette Use among Adults,Employment,Homemaker or Student,11.8,Unable to work,35.0,0.3
2016,Pennsylvania,Cigarette Use among Adults,Employment,Homemaker or Student,11.8,Unemployed,39.6,0.3
2016,Pennsylvania,Cigarette Use among Adults,Employment,Retired,8.6,Employed or Self,18.4,0.5
2016,Pennsylvania,Cigarette Use among Adults,Employment,Retired,8.6,Homemaker or Student,11.8,0.7
2016,Pennsylvania,Cigarette Use among Adults,Employment,Retired,8.6,Unable to work,35.0,0.2
2016,Pennsylvania,Cigarette Use among Adults,Employment,Retired,8.6,Unemployed,39.6,0.2
2016,Pennsylvania,Cigarette Use among Adults,Employment,Unable to work,35.0,Employed or Self,18.4,1.9
2016,Pennsylvania,Cigarette Use among Adults,Employment,Unable to work,35.0,Homemaker or Student,11.8,3.0
2016,Pennsylvania,Cigarette Use among Adults,Employment,Unable to work,35.0,Retired,8.6,4.1
2016,Pennsylvania,Cigarette Use among Adults,Employment,Unable to work,35.0,Unemployed,39.6,0.9
2016,Pennsylvania,Cigarette Use among Adults,Employment,Unemployed,39.6,Employed or Self,18.4,2.2
2016,Pennsylvania,Cigarette Use among Adults,Employment,Unemployed,39.6,Homemaker or Student,11.8,3.4
2016,Pennsylvania,Cigarette Use among Adults,Employment,Unemployed,39.6,Retired,8.6,4.6
2016,Pennsylvania,Cigarette Use among Adults,Employment,Unemployed,39.6,Unable to work,35.0,1.1
2016,Rhode Island,Cigarette Use among Adults,Employment,Employed or Self,14.6,Retired,9.0,1.6
2016,Rhode Island,Cigarette Use among Adults,Employment,Employed or Self,14.6,Unable to work,29.9,0.5
2016,Rhode Island,Cigarette Use among Adults,Employment,Employed or Self,14.6,Unemployed,18.8,0.8
2016,Rhode Island,Cigarette Use among Adults,Employment,Retired,9.0,Employed or Self,14.6,0.6
2016,Rhode Island,Cigarette Use among Adults,Employment,Retired,9.0,Unable to work,29.9,0.3
2016,Rhode Island,Cigarette Use among Adults,Employment,Retired,9.0,Unemployed,18.8,0.5
2016,Rhode Island,Cigarette Use among Adults,Employment,Unable to work,29.9,Employed or Self,14.6,2.0
2016,Rhode Island,Cigarette Use among Adults,Employment,Unable to work,29.9,Retired,9.0,3.3
2016,Rhode Island,Cigarette Use among Adults,Employment,Unable to work,29.9,Unemployed,18.8,1.6
2016,Rhode Island,Cigarette Use among Adults,Employment,Unemployed,18.8,Employed or Self,14.6,1.3
2016,Rhode Island,Cigarette Use among Adults,Employment,Unemployed,18.8,Retired,9.0,2.1
2016,Rhode Island,Cigarette Use among Adults,Employment,Unemployed,18.8,Unable to work,29.9,0.6
2016,South Carolina,Cigarette Use among Adults,Employment,Employed or Self,20.3,Homemaker or Student,11.3,1.8
2016,South Carolina,Cigarette Use among Adults,Employment,Employed or Self,20.3,Retired,10.2,2.0
2016,South Carolina,Cigarette Use among Adults,Employment,Employed or Self,20.3,Unable to work,36.7,0.6
2016,South Carolina,Cigarette Use among Adults,Employment,Employed or Self,20.3,Unemployed,36.4,0.6
2016,South Carolina,Cigarette Use among Adults,Employment,Homemaker or Student,11.3,Employed or Self,20.3,0.6
2016,South Carolina,Cigarette Use among Adults,Employment,Homemaker or Student,11.3,Retired,10.2,1.1
2016,South Carolina,Cigarette Use among Adults,Employment,Homemaker or Student,11.3,Unable to work,36.7,0.3
2016,South Carolina,Cigarette Use among Adults,Employment,Homemaker or Student,11.3,Unemployed,36.4,0.3
2016,South Carolina,Cigarette Use among Adults,Employment,Retired,10.2,Employed or Self,20.3,0.5
2016,South Carolina,Cigarette Use among Adults,Employment,Retired,10.2,Homemaker or Student,11.3,0.9
2016,South Carolina,Cigarette Use among Adults,Employment,Retired,10.2,Unable to work,36.7,0.3
2016,South Carolina,Cigarette Use among Adults,Employment,Retired,10.2,Unemployed,36.4,0.3
2016,South Carolina,Cigarette Use among Adults,Employment,Unable to work,36.7,Employed or Self,20.3,1.8
2016,South Carolina,Cigarette Use among Adults,Employment,Unable to work,36.7,Homemaker or Student,11.3,3.2
2016,South Carolina,Cigarette Use among Adults,Employment,Unable to work,36.7,Retired,10.2,3.6
2016,South Carolina,Cigarette Use among Adults,Employment,Unable to work,36.7,Unemployed,36.4,1.0
2016,South Carolina,Cigarette Use among Adults,Employment,Unemployed,36.4,Employed or Self,20.3,1.8
2016,South Carolina,Cigarette Use among Adults,Employment,Unemployed,36.4,Homemaker or Student,11.3,3.2
2016,South Carolina,Cigarette Use among Adults,Employment,Unemployed,36.4,Retired,10.2,3.6
2016,South Carolina,Cigarette Use among Adults,Employment,Unemployed,36.4,Unable to work,36.7,1.0
2016,South Dakota,Cigarette Use among Adults,Employment,Employed or Self,18.4,Homemaker or Student,18.3,1.0
2016,South Dakota,Cigarette Use among Adults,Employment,Employed or Self,18.4,Retired,10.5,1.8
2016,South Dakota,Cigarette Use among Adults,Employment,Employed or Self,18.4,Unable to work,35.1,0.5
2016,South Dakota,Cigarette Use among Adults,Employment,Employed or Self,18.4,Unemployed,33.8,0.5
2016,South Dakota,Cigarette Use among Adults,Employment,Homemaker or Student,18.3,Employed or Self,18.4,1.0
2016,South Dakota,Cigarette Use among Adults,Employment,Homemaker or Student,18.3,Retired,10.5,1.7
2016,South Dakota,Cigarette Use among Adults,Employment,Homemaker or Student,18.3,Unable to work,35.1,0.5
2016,South Dakota,Cigarette Use among Adults,Employment,Homemaker or Student,18.3,Unemployed,33.8,0.5
2016,South Dakota,Cigarette Use among Adults,Employment,Retired,10.5,Employed or Self,18.4,0.6
2016,South Dakota,Cigarette Use among Adults,Employment,Retired,10.5,Homemaker or Student,18.3,0.6
2016,South Dakota,Cigarette Use among Adults,Employment,Retired,10.5,Unable to work,35.1,0.3
2016,South Dakota,Cigarette Use among Adults,Employment,Retired,10.5,Unemployed,33.8,0.3
2016,South Dakota,Cigarette Use among Adults,Employment,Unable to work,35.1,Employed or Self,18.4,1.9
2016,South Dakota,Cigarette Use among Adults,Employment,Unable to work,35.1,Homemaker or Student,18.3,1.9
2016,South Dakota,Cigarette Use among Adults,Employment,Unable to work,35.1,Retired,10.5,3.3
2016,South Dakota,Cigarette Use among Adults,Employment,Unable to work,35.1,Unemployed,33.8,1.0
2016,South Dakota,Cigarette Use among Adults,Employment,Unemployed,33.8,Employed or Self,18.4,1.8
2016,South Dakota,Cigarette Use among Adults,Employment,Unemployed,33.8,Homemaker or Student,18.3,1.8
2016,South Dakota,Cigarette Use among Adults,Employment,Unemployed,33.8,Retired,10.5,3.2
2016,South Dakota,Cigarette Use among Adults,Employment,Unemployed,33.8,Unable to work,35.1,1.0
2016,Tennessee,Cigarette Use among Adults,Employment,Employed or Self,21.7,Homemaker or Student,12.4,1.8
2016,Tennessee,Cigarette Use among Adults,Employment,Employed or Self,21.7,Retired,12.6,1.7
2016,Tennessee,Cigarette Use among Adults,Employment,Employed or Self,21.7,Unable to work,47.6,0.5
2016,Tennessee,Cigarette Use among Adults,Employment,Employed or Self,21.7,Unemployed,31.3,0.7
2016,Tennessee,Cigarette Use among Adults,Employment,Homemaker or Student,12.4,Employed or Self,21.7,0.6
2016,Tennessee,Cigarette Use among Adults,Employment,Homemaker or Student,12.4,Retired,12.6,1.0
2016,Tennessee,Cigarette Use among Adults,Employment,Homemaker or Student,12.4,Unable to work,47.6,0.3
2016,Tennessee,Cigarette Use among Adults,Employment,Homemaker or Student,12.4,Unemployed,31.3,0.4
2016,Tennessee,Cigarette Use among Adults,Employment,Retired,12.6,Employed or Self,21.7,0.6
2016,Tennessee,Cigarette Use among Adults,Employment,Retired,12.6,Homemaker or Student,12.4,1.0
2016,Tennessee,Cigarette Use among Adults,Employment,Retired,12.6,Unable to work,47.6,0.3
2016,Tennessee,Cigarette Use among Adults,Employment,Retired,12.6,Unemployed,31.3,0.4
2016,Tennessee,Cigarette Use among Adults,Employment,Unable to work,47.6,Employed or Self,21.7,2.2
2016,Tennessee,Cigarette Use among Adults,Employment,Unable to work,47.6,Homemaker or Student,12.4,3.8
2016,Tennessee,Cigarette Use among Adults,Employment,Unable to work,47.6,Retired,12.6,3.8
2016,Tennessee,Cigarette Use among Adults,Employment,Unable to work,47.6,Unemployed,31.3,1.5
2016,Tennessee,Cigarette Use among Adults,Employment,Unemployed,31.3,Employed or Self,21.7,1.4
2016,Tennessee,Cigarette Use among Adults,Employment,Unemployed,31.3,Homemaker or Student,12.4,2.5
2016,Tennessee,Cigarette Use among Adults,Employment,Unemployed,31.3,Retired,12.6,2.5
2016,Tennessee,Cigarette Use among Adults,Employment,Unemployed,31.3,Unable to work,47.6,0.7
2016,Texas,Cigarette Use among Adults,Employment,Employed or Self,15.3,Homemaker or Student,7.8,2.0
2016,Texas,Cigarette Use among Adults,Employment,Employed or Self,15.3,Retired,9.7,1.6
2016,Texas,Cigarette Use among Adults,Employment,Employed or Self,15.3,Unable to work,24.1,0.6
2016,Texas,Cigarette Use among Adults,Employment,Employed or Self,15.3,Unemployed,22.1,0.7
2016,Texas,Cigarette Use among Adults,Employment,Homemaker or Student,7.8,Employed or Self,15.3,0.5
2016,Texas,Cigarette Use among Adults,Employment,Homemaker or Student,7.8,Retired,9.7,0.8
2016,Texas,Cigarette Use among Adults,Employment,Homemaker or Student,7.8,Unable to work,24.1,0.3
2016,Texas,Cigarette Use among Adults,Employment,Homemaker or Student,7.8,Unemployed,22.1,0.4
2016,Texas,Cigarette Use among Adults,Employment,Retired,9.7,Employed or Self,15.3,0.6
2016,Texas,Cigarette Use among Adults,Employment,Retired,9.7,Homemaker or Student,7.8,1.2
2016,Texas,Cigarette Use among Adults,Employment,Retired,9.7,Unable to work,24.1,0.4
2016,Texas,Cigarette Use among Adults,Employment,Retired,9.7,Unemployed,22.1,0.4
2016,Texas,Cigarette Use among Adults,Employment,Unable to work,24.1,Employed or Self,15.3,1.6
2016,Texas,Cigarette Use among Adults,Employment,Unable to work,24.1,Homemaker or Student,7.8,3.1
2016,Texas,Cigarette Use among Adults,Employment,Unable to work,24.1,Retired,9.7,2.5
2016,Texas,Cigarette Use among Adults,Employment,Unable to work,24.1,Unemployed,22.1,1.1
2016,Texas,Cigarette Use among Adults,Employment,Unemployed,22.1,Employed or Self,15.3,1.4
2016,Texas,Cigarette Use among Adults,Employment,Unemployed,22.1,Homemaker or Student,7.8,2.8
2016,Texas,Cigarette Use among Adults,Employment,Unemployed,22.1,Retired,9.7,2.3
2016,Texas,Cigarette Use among Adults,Employment,Unemployed,22.1,Unable to work,24.1,0.9
2016,Utah,Cigarette Use among Adults,Employment,Employed or Self,9.7,Homemaker or Student,3.3,2.9
2016,Utah,Cigarette Use among Adults,Employment,Employed or Self,9.7,Retired,5.1,1.9
2016,Utah,Cigarette Use among Adults,Employment,Employed or Self,9.7,Unable to work,25.7,0.4
2016,Utah,Cigarette Use among Adults,Employment,Employed or Self,9.7,Unemployed,14.6,0.7
2016,Utah,Cigarette Use among Adults,Employment,Homemaker or Student,3.3,Employed or Self,9.7,0.3
2016,Utah,Cigarette Use among Adults,Employment,Homemaker or Student,3.3,Retired,5.1,0.6
2016,Utah,Cigarette Use among Adults,Employment,Homemaker or Student,3.3,Unable to work,25.7,0.1
2016,Utah,Cigarette Use among Adults,Employment,Homemaker or Student,3.3,Unemployed,14.6,0.2
2016,Utah,Cigarette Use among Adults,Employment,Retired,5.1,Employed or Self,9.7,0.5
2016,Utah,Cigarette Use among Adults,Employment,Retired,5.1,Homemaker or Student,3.3,1.5
2016,Utah,Cigarette Use among Adults,Employment,Retired,5.1,Unable to work,25.7,0.2
2016,Utah,Cigarette Use among Adults,Employment,Retired,5.1,Unemployed,14.6,0.3
2016,Utah,Cigarette Use among Adults,Employment,Unable to work,25.7,Employed or Self,9.7,2.6
2016,Utah,Cigarette Use among Adults,Employment,Unable to work,25.7,Homemaker or Student,3.3,7.8
2016,Utah,Cigarette Use among Adults,Employment,Unable to work,25.7,Retired,5.1,5.0
2016,Utah,Cigarette Use among Adults,Employment,Unable to work,25.7,Unemployed,14.6,1.8
2016,Utah,Cigarette Use among Adults,Employment,Unemployed,14.6,Employed or Self,9.7,1.5
2016,Utah,Cigarette Use among Adults,Employment,Unemployed,14.6,Homemaker or Student,3.3,4.4
2016,Utah,Cigarette Use among Adults,Employment,Unemployed,14.6,Retired,5.1,2.9
2016,Utah,Cigarette Use among Adults,Employment,Unemployed,14.6,Unable to work,25.7,0.6
2016,Vermont,Cigarette Use among Adults,Employment,Employed or Self,16.5,Homemaker or Student,14.4,1.1
2016,Vermont,Cigarette Use among Adults,Employment,Employed or Self,16.5,Retired,9.4,1.8
2016,Vermont,Cigarette Use among Adults,Employment,Employed or Self,16.5,Unable to work,36.4,0.5
2016,Vermont,Cigarette Use among Adults,Employment,Employed or Self,16.5,Unemployed,37.0,0.4
2016,Vermont,Cigarette Use among Adults,Employment,Homemaker or Student,14.4,Employed or Self,16.5,0.9
2016,Vermont,Cigarette Use among Adults,Employment,Homemaker or Student,14.4,Retired,9.4,1.5
2016,Vermont,Cigarette Use among Adults,Employment,Homemaker or Student,14.4,Unable to work,36.4,0.4
2016,Vermont,Cigarette Use among Adults,Employment,Homemaker or Student,14.4,Unemployed,37.0,0.4
2016,Vermont,Cigarette Use among Adults,Employment,Retired,9.4,Employed or Self,16.5,0.6
2016,Vermont,Cigarette Use among Adults,Employment,Retired,9.4,Homemaker or Student,14.4,0.7
2016,Vermont,Cigarette Use among Adults,Employment,Retired,9.4,Unable to work,36.4,0.3
2016,Vermont,Cigarette Use among Adults,Employment,Retired,9.4,Unemployed,37.0,0.3
2016,Vermont,Cigarette Use among Adults,Employment,Unable to work,36.4,Employed or Self,16.5,2.2
2016,Vermont,Cigarette Use among Adults,Employment,Unable to work,36.4,Homemaker or Student,14.4,2.5
2016,Vermont,Cigarette Use among Adults,Employment,Unable to work,36.4,Retired,9.4,3.9
2016,Vermont,Cigarette Use among Adults,Employment,Unable to work,36.4,Unemployed,37.0,1.0
2016,Vermont,Cigarette Use among Adults,Employment,Unemployed,37.0,Employed or Self,16.5,2.2
2016,Vermont,Cigarette Use among Adults,Employment,Unemployed,37.0,Homemaker or Student,14.4,2.6
2016,Vermont,Cigarette Use among Adults,Employment,Unemployed,37.0,Retired,9.4,3.9
2016,Vermont,Cigarette Use among Adults,Employment,Unemployed,37.0,Unable to work,36.4,1.0
2016,Virginia,Cigarette Use among Adults,Employment,Employed or Self,15.5,Homemaker or Student,10.5,1.5
2016,Virginia,Cigarette Use among Adults,Employment,Employed or Self,15.5,Retired,9.4,1.6
2016,Virginia,Cigarette Use among Adults,Employment,Employed or Self,15.5,Unable to work,32.7,0.5
2016,Virginia,Cigarette Use among Adults,Employment,Employed or Self,15.5,Unemployed,26.8,0.6
2016,Virginia,Cigarette Use among Adults,Employment,Homemaker or Student,10.5,Employed or Self,15.5,0.7
2016,Virginia,Cigarette Use among Adults,Employment,Homemaker or Student,10.5,Retired,9.4,1.1
2016,Virginia,Cigarette Use among Adults,Employment,Homemaker or Student,10.5,Unable to work,32.7,0.3
2016,Virginia,Cigarette Use among Adults,Employment,Homemaker or Student,10.5,Unemployed,26.8,0.4
2016,Virginia,Cigarette Use among Adults,Employment,Retired,9.4,Employed or Self,15.5,0.6
2016,Virginia,Cigarette Use among Adults,Employment,Retired,9.4,Homemaker or Student,10.5,0.9
2016,Virginia,Cigarette Use among Adults,Employment,Retired,9.4,Unable to work,32.7,0.3
2016,Virginia,Cigarette Use among Adults,Employment,Retired,9.4,Unemployed,26.8,0.4
2016,Virginia,Cigarette Use among Adults,Employment,Unable to work,32.7,Employed or Self,15.5,2.1
2016,Virginia,Cigarette Use among Adults,Employment,Unable to work,32.7,Homemaker or Student,10.5,3.1
2016,Virginia,Cigarette Use among Adults,Employment,Unable to work,32.7,Retired,9.4,3.5
2016,Virginia,Cigarette Use among Adults,Employment,Unable to work,32.7,Unemployed,26.8,1.2
2016,Virginia,Cigarette Use among Adults,Employment,Unemployed,26.8,Employed or Self,15.5,1.7
2016,Virginia,Cigarette Use among Adults,Employment,Unemployed,26.8,Homemaker or Student,10.5,2.6
2016,Virginia,Cigarette Use among Adults,Employment,Unemployed,26.8,Retired,9.4,2.9
2016,Virginia,Cigarette Use among Adults,Employment,Unemployed,26.8,Unable to work,32.7,0.8
2016,Washington,Cigarette Use among Adults,Employment,Employed or Self,14.0,Homemaker or Student,10.2,1.4
2016,Washington,Cigarette Use among Adults,Employment,Employed or Self,14.0,Retired,8.3,1.7
2016,Washington,Cigarette Use among Adults,Employment,Employed or Self,14.0,Unable to work,30.6,0.5
2016,Washington,Cigarette Use among Adults,Employment,Employed or Self,14.0,Unemployed,24.3,0.6
2016,Washington,Cigarette Use among Adults,Employment,Homemaker or Student,10.2,Employed or Self,14.0,0.7
2016,Washington,Cigarette Use among Adults,Employment,Homemaker or Student,10.2,Retired,8.3,1.2
2016,Washington,Cigarette Use among Adults,Employment,Homemaker or Student,10.2,Unable to work,30.6,0.3
2016,Washington,Cigarette Use among Adults,Employment,Homemaker or Student,10.2,Unemployed,24.3,0.4
2016,Washington,Cigarette Use among Adults,Employment,Retired,8.3,Employed or Self,14.0,0.6
2016,Washington,Cigarette Use among Adults,Employment,Retired,8.3,Homemaker or Student,10.2,0.8
2016,Washington,Cigarette Use among Adults,Employment,Retired,8.3,Unable to work,30.6,0.3
2016,Washington,Cigarette Use among Adults,Employment,Retired,8.3,Unemployed,24.3,0.3
2016,Washington,Cigarette Use among Adults,Employment,Unable to work,30.6,Employed or Self,14.0,2.2
2016,Washington,Cigarette Use among Adults,Employment,Unable to work,30.6,Homemaker or Student,10.2,3.0
2016,Washington,Cigarette Use among Adults,Employment,Unable to work,30.6,Retired,8.3,3.7
2016,Washington,Cigarette Use among Adults,Employment,Unable to work,30.6,Unemployed,24.3,1.3
2016,Washington,Cigarette Use among Adults,Employment,Unemployed,24.3,Employed or Self,14.0,1.7
2016,Washington,Cigarette Use among Adults,Employment,Unemployed,24.3,Homemaker or Student,10.2,2.4
2016,Washington,Cigarette Use among Adults,Employment,Unemployed,24.3,Retired,8.3,2.9
2016,Washington,Cigarette Use among Adults,Employment,Unemployed,24.3,Unable to work,30.6,0.8
2016,West Virginia,Cigarette Use among Adults,Employment,Employed or Self,24.5,Homemaker or Student,20.0,1.2
2016,West Virginia,Cigarette Use among Adults,Employment,Employed or Self,24.5,Retired,11.2,2.2
2016,West Virginia,Cigarette Use among Adults,Employment,Employed or Self,24.5,Unable to work,42.6,0.6
2016,West Virginia,Cigarette Use among Adults,Employment,Employed or Self,24.5,Unemployed,49.5,0.5
2016,West Virginia,Cigarette Use among Adults,Employment,Homemaker or Student,20.0,Employed or Self,24.5,0.8
2016,West Virginia,Cigarette Use among Adults,Employment,Homemaker or Student,20.0,Retired,11.2,1.8
2016,West Virginia,Cigarette Use among Adults,Employment,Homemaker or Student,20.0,Unable to work,42.6,0.5
2016,West Virginia,Cigarette Use among Adults,Employment,Homemaker or Student,20.0,Unemployed,49.5,0.4
2016,West Virginia,Cigarette Use among Adults,Employment,Retired,11.2,Employed or Self,24.5,0.5
2016,West Virginia,Cigarette Use among Adults,Employment,Retired,11.2,Homemaker or Student,20.0,0.6
2016,West Virginia,Cigarette Use among Adults,Employment,Retired,11.2,Unable to work,42.6,0.3
2016,West Virginia,Cigarette Use among Adults,Employment,Retired,11.2,Unemployed,49.5,0.2
2016,West Virginia,Cigarette Use among Adults,Employment,Unable to work,42.6,Employed or Self,24.5,1.7
2016,West Virginia,Cigarette Use among Adults,Employment,Unable to work,42.6,Homemaker or Student,20.0,2.1
2016,West Virginia,Cigarette Use among Adults,Employment,Unable to work,42.6,Retired,11.2,3.8
2016,West Virginia,Cigarette Use among Adults,Employment,Unable to work,42.6,Unemployed,49.5,0.9
2016,West Virginia,Cigarette Use among Adults,Employment,Unemployed,49.5,Employed or Self,24.5,2.0
2016,West Virginia,Cigarette Use among Adults,Employment,Unemployed,49.5,Homemaker or Student,20.0,2.5
2016,West Virginia,Cigarette Use among Adults,Employment,Unemployed,49.5,Retired,11.2,4.4
2016,West Virginia,Cigarette Use among Adults,Employment,Unemployed,49.5,Unable to work,42.6,1.2
2016,Wisconsin,Cigarette Use among Adults,Employment,Employed or Self,17.4,Homemaker or Student,12.3,1.4
2016,Wisconsin,Cigarette Use among Adults,Employment,Employed or Self,17.4,Retired,9.0,1.9
2016,Wisconsin,Cigarette Use among Adults,Employment,Employed or Self,17.4,Unable to work,38.7,0.4
2016,Wisconsin,Cigarette Use among Adults,Employment,Employed or Self,17.4,Unemployed,36.9,0.5
2016,Wisconsin,Cigarette Use among Adults,Employment,Homemaker or Student,12.3,Employed or Self,17.4,0.7
2016,Wisconsin,Cigarette Use among Adults,Employment,Homemaker or Student,12.3,Retired,9.0,1.4
2016,Wisconsin,Cigarette Use among Adults,Employment,Homemaker or Student,12.3,Unable to work,38.7,0.3
2016,Wisconsin,Cigarette Use among Adults,Employment,Homemaker or Student,12.3,Unemployed,36.9,0.3
2016,Wisconsin,Cigarette Use among Adults,Employment,Retired,9.0,Employed or Self,17.4,0.5
2016,Wisconsin,Cigarette Use among Adults,Employment,Retired,9.0,Homemaker or Student,12.3,0.7
2016,Wisconsin,Cigarette Use among Adults,Employment,Retired,9.0,Unable to work,38.7,0.2
2016,Wisconsin,Cigarette Use among Adults,Employment,Retired,9.0,Unemployed,36.9,0.2
2016,Wisconsin,Cigarette Use among Adults,Employment,Unable to work,38.7,Employed or Self,17.4,2.2
2016,Wisconsin,Cigarette Use among Adults,Employment,Unable to work,38.7,Homemaker or Student,12.3,3.1
2016,Wisconsin,Cigarette Use among Adults,Employment,Unable to work,38.7,Retired,9.0,4.3
2016,Wisconsin,Cigarette Use among Adults,Employment,Unable to work,38.7,Unemployed,36.9,1.0
2016,Wisconsin,Cigarette Use among Adults,Employment,Unemployed,36.9,Employed or Self,17.4,2.1
2016,Wisconsin,Cigarette Use among Adults,Employment,Unemployed,36.9,Homemaker or Student,12.3,3.0
2016,Wisconsin,Cigarette Use among Adults,Employment,Unemployed,36.9,Retired,9.0,4.1
2016,Wisconsin,Cigarette Use among Adults,Employment,Unemployed,36.9,Unable to work,38.7,1.0
2016,Wyoming,Cigarette Use among Adults,Employment,Employed or Self,19.1,Homemaker or Student,19.6,1.0
2016,Wyoming,Cigarette Use among Adults,Employment,Employed or Self,19.1,Retired,9.0,2.1
2016,Wyoming,Cigarette Use among Adults,Employment,Employed or Self,19.1,Unable to work,32.3,0.6
2016,Wyoming,Cigarette Use among Adults,Employment,Employed or Self,19.1,Unemployed,37.2,0.5
2016,Wyoming,Cigarette Use among Adults,Employment,Homemaker or Student,19.6,Employed or Self,19.1,1.0
2016,Wyoming,Cigarette Use among Adults,Employment,Homemaker or Student,19.6,Retired,9.0,2.2
2016,Wyoming,Cigarette Use among Adults,Employment,Homemaker or Student,19.6,Unable to work,32.3,0.6
2016,Wyoming,Cigarette Use among Adults,Employment,Homemaker or Student,19.6,Unemployed,37.2,0.5
2016,Wyoming,Cigarette Use among Adults,Employment,Retired,9.0,Employed or Self,19.1,0.5
2016,Wyoming,Cigarette Use among Adults,Employment,Retired,9.0,Homemaker or Student,19.6,0.5
2016,Wyoming,Cigarette Use among Adults,Employment,Retired,9.0,Unable to work,32.3,0.3
2016,Wyoming,Cigarette Use among Adults,Employment,Retired,9.0,Unemployed,37.2,0.2
2016,Wyoming,Cigarette Use among Adults,Employment,Unable to work,32.3,Employed or Self,19.1,1.7
2016,Wyoming,Cigarette Use among Adults,Employment,Unable to work,32.3,Homemaker or Student,19.6,1.6
2016,Wyoming,Cigarette Use among Adults,Employment,Unable to work,32.3,Retired,9.0,3.6
2016,Wyoming,Cigarette Use among Adults,Employment,Unable to work,32.3,Unemployed,37.2,0.9
2016,Wyoming,Cigarette Use among Adults,Employment,Unemployed,37.2,Employed or Self,19.1,1.9
2016,Wyoming,Cigarette Use among Adults,Employment,Unemployed,37.2,Homemaker or Student,19.6,1.9
2016,Wyoming,Cigarette Use among Adults,Employment,Unemployed,37.2,Retired,9.0,4.1
2016,Wyoming,Cigarette Use among Adults,Employment,Unemployed,37.2,Unable to work,32.3,1.2
2017,Alabama,Cigarette Use among Adults,Employment,Employed or Self,20.9,Homemaker or Student,14.6,1.4
2017,Alabama,Cigarette Use among Adults,Employment,Employed or Self,20.9,Retired,12.1,1.7
2017,Alabama,Cigarette Use among Adults,Employment,Employed or Self,20.9,Unable to work,34.6,0.6
2017,Alabama,Cigarette Use among Adults,Employment,Employed or Self,20.9,Unemployed,34.1,0.6
2017,Alabama,Cigarette Use among Adults,Employment,Homemaker or Student,14.6,Employed or Self,20.9,0.7
2017,Alabama,Cigarette Use among Adults,Employment,Homemaker or Student,14.6,Retired,12.1,1.2
2017,Alabama,Cigarette Use among Adults,Employment,Homemaker or Student,14.6,Unable to work,34.6,0.4
2017,Alabama,Cigarette Use among Adults,Employment,Homemaker or Student,14.6,Unemployed,34.1,0.4
2017,Alabama,Cigarette Use among Adults,Employment,Retired,12.1,Employed or Self,20.9,0.6
2017,Alabama,Cigarette Use among Adults,Employment,Retired,12.1,Homemaker or Student,14.6,0.8
2017,Alabama,Cigarette Use among Adults,Employment,Retired,12.1,Unable to work,34.6,0.3
2017,Alabama,Cigarette Use among Adults,Employment,Retired,12.1,Unemployed,34.1,0.4
2017,Alabama,Cigarette Use among Adults,Employment,Unable to work,34.6,Employed or Self,20.9,1.7
2017,Alabama,Cigarette Use among Adults,Employment,Unable to work,34.6,Homemaker or Student,14.6,2.4
2017,Alabama,Cigarette Use among Adults,Employment,Unable to work,34.6,Retired,12.1,2.9
2017,Alabama,Cigarette Use among Adults,Employment,Unable to work,34.6,Unemployed,34.1,1.0
2017,Alabama,Cigarette Use among Adults,Employment,Unemployed,34.1,Employed or Self,20.9,1.6
2017,Alabama,Cigarette Use among Adults,Employment,Unemployed,34.1,Homemaker or Student,14.6,2.3
2017,Alabama,Cigarette Use among Adults,Employment,Unemployed,34.1,Retired,12.1,2.8
2017,Alabama,Cigarette Use among Adults,Employment,Unemployed,34.1,Unable to work,34.6,1.0
2017,Alaska,Cigarette Use among Adults,Employment,Employed or Self,19.0,Homemaker or Student,16.3,1.2
2017,Alaska,Cigarette Use among Adults,Employment,Employed or Self,19.0,Retired,10.3,1.8
2017,Alaska,Cigarette Use among Adults,Employment,Employed or Self,19.0,Unable to work,52.9,0.4
2017,Alaska,Cigarette Use among Adults,Employment,Employed or Self,19.0,Unemployed,39.8,0.5
2017,Alaska,Cigarette Use among Adults,Employment,Homemaker or Student,16.3,Employed or Self,19.0,0.9
2017,Alaska,Cigarette Use among Adults,Employment,Homemaker or Student,16.3,Retired,10.3,1.6
2017,Alaska,Cigarette Use among Adults,Employment,Homemaker or Student,16.3,Unable to work,52.9,0.3
2017,Alaska,Cigarette Use among Adults,Employment,Homemaker or Student,16.3,Unemployed,39.8,0.4
2017,Alaska,Cigarette Use among Adults,Employment,Retired,10.3,Employed or Self,19.0,0.5
2017,Alaska,Cigarette Use among Adults,Employment,Retired,10.3,Homemaker or Student,16.3,0.6
2017,Alaska,Cigarette Use among Adults,Employment,Retired,10.3,Unable to work,52.9,0.2
2017,Alaska,Cigarette Use among Adults,Employment,Retired,10.3,Unemployed,39.8,0.3
2017,Alaska,Cigarette Use among Adults,Employment,Unable to work,52.9,Employed or Self,19.0,2.8
