Year,State,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group)
2013,South Carolina,Income,"$75,000 or above",19.2
2013,South Carolina,Income,"From $20,000-$74,999",27.0
2013,South Carolina,Income,"Less than $20,000",37.7
2013,South Dakota,Income,"$75,000 or above",20.0
2013,South Dakota,Income,"From $20,000-$74,999",25.5
2013,South Dakota,Income,"Less than $20,000",39.0
2013,Tennessee,Income,"$75,000 or above",21.6
2013,Tennessee,Income,"From $20,000-$74,999",32.5
2013,Tennessee,Income,"Less than $20,000",46.7
2013,Texas,Income,"$75,000 or above",14.1
2013,Texas,Income,"From $20,000-$74,999",19.1
2013,Texas,Income,"Less than $20,000",20.8
2013,Utah,Income,"$75,000 or above",11.7
2013,Utah,Income,"From $20,000-$74,999",15.3
2013,Utah,Income,"Less than $20,000",19.4
2013,Vermont,Income,"$75,000 or above",16.5
2013,Vermont,Income,"From $20,000-$74,999",26.9
2013,Vermont,Income,"Less than $20,000",37.7
2013,Virginia,Income,"$75,000 or above",22.4
2013,Virginia,Income,"From $20,000-$74,999",28.1
2013,Virginia,Income,"Less than $20,000",33.2
2013,Washington,Income,"$75,000 or above",17.0
2013,Washington,Income,"From $20,000-$74,999",24.0
2013,Washington,Income,"Less than $20,000",30.3
2013,West Virginia,Income,"$75,000 or above",24.7
2013,West Virginia,Income,"From $20,000-$74,999",30.8
2013,West Virginia,Income,"Less than $20,000",47.3
2013,Wisconsin,Income,"$75,000 or above",20.9
2013,Wisconsin,Income,"From $20,000-$74,999",24.8
2013,Wisconsin,Income,"Less than $20,000",36.2
2013,Wyoming,Income,"$75,000 or above",24.5
2013,Wyoming,Income,"From $20,000-$74,999",27.8
2013,Wyoming,Income,"Less than $20,000",34.0
2014,Alabama,Income,"$75,000 or above",16.5
2014,Alabama,Income,"From $20,000-$74,999",27.6
2014,Alabama,Income,"Less than $20,000",39.4
2014,Alaska,Income,"$75,000 or above",21.0
2014,Alaska,Income,"From $20,000-$74,999",29.2
2014,Alaska,Income,"Less than $20,000",37.8
2014,Arizona,Income,"$75,000 or above",17.0
2014,Arizona,Income,"From $20,000-$74,999",20.2
2014,Arizona,Income,"Less than $20,000",25.7
2014,Arkansas,Income,"$75,000 or above",25.9
2014,Arkansas,Income,"From $20,000-$74,999",28.6
2014,Arkansas,Income,"Less than $20,000",42.8
2014,California,Income,"$75,000 or above",13.0
2014,California,Income,"From $20,000-$74,999",16.8
2014,California,Income,"Less than $20,000",17.9
2014,Colorado,Income,"$75,000 or above",17.5
2014,Colorado,Income,"From $20,000-$74,999",23.9
2014,Colorado,Income,"Less than $20,000",30.1
2014,Connecticut,Income,"$75,000 or above",18.1
2014,Connecticut,Income,"From $20,000-$74,999",22.1
2014,Connecticut,Income,"Less than $20,000",29.0
2014,Delaware,Income,"$75,000 or above",20.5
2014,Delaware,Income,"From $20,000-$74,999",25.5
2014,Delaware,Income,"Less than $20,000",40.4
2014,District of Columbia,Income,"$75,000 or above",15.3
2014,District of Columbia,Income,"From $20,000-$74,999",24.9
2014,District of Columbia,Income,"Less than $20,000",41.3
2014,Florida,Income,"$75,000 or above",18.2
2014,Florida,Income,"From $20,000-$74,999",21.4
2014,Florida,Income,"Less than $20,000",26.4
2014,Georgia,Income,"$75,000 or above",17.0
2014,Georgia,Income,"From $20,000-$74,999",19.7
2014,Georgia,Income,"Less than $20,000",33.5
2014,Hawaii,Income,"$75,000 or above",12.6
2014,Hawaii,Income,"From $20,000-$74,999",18.0
2014,Hawaii,Income,"Less than $20,000",29.6
2014,Idaho,Income,"$75,000 or above",15.3
2014,Idaho,Income,"From $20,000-$74,999",22.4
2014,Idaho,Income,"Less than $20,000",27.6
2014,Illinois,Income,"$75,000 or above",16.5
2014,Illinois,Income,"From $20,000-$74,999",22.2
2014,Illinois,Income,"Less than $20,000",25.7
2014,Indiana,Income,"$75,000 or above",21.5
2014,Indiana,Income,"From $20,000-$74,999",29.7
2014,Indiana,Income,"Less than $20,000",42.0
2014,Iowa,Income,"$75,000 or above",17.2
2014,Iowa,Income,"From $20,000-$74,999",26.1
2014,Iowa,Income,"Less than $20,000",33.6
2014,Kansas,Income,"$75,000 or above",15.8
2014,Kansas,Income,"From $20,000-$74,999",26.3
2014,Kansas,Income,"Less than $20,000",34.5
2014,Kentucky,Income,"$75,000 or above",23.5
2014,Kentucky,Income,"From $20,000-$74,999",32.8
2014,Kentucky,Income,"Less than $20,000",42.1
2014,Louisiana,Income,"$75,000 or above",25.1
2014,Louisiana,Income,"From $20,000-$74,999",27.7
2014,Louisiana,Income,"Less than $20,000",37.3
2014,Maine,Income,"$75,000 or above",16.8
2014,Maine,Income,"From $20,000-$74,999",27.6
2014,Maine,Income,"Less than $20,000",33.4
2014,Maryland,Income,"$75,000 or above",18.3
2014,Maryland,Income,"From $20,000-$74,999",19.2
2014,Maryland,Income,"Less than $20,000",28.5
2014,Massachusetts,Income,"$75,000 or above",16.9
2014,Massachusetts,Income,"From $20,000-$74,999",23.0
2014,Massachusetts,Income,"Less than $20,000",31.2
2014,Michigan,Income,"$75,000 or above",21.3
2014,Michigan,Income,"From $20,000-$74,999",26.7
2014,Michigan,Income,"Less than $20,000",41.1
2014,Minnesota,Income,"$75,000 or above",16.9
2014,Minnesota,Income,"From $20,000-$74,999",22.6
2014,Minnesota,Income,"Less than $20,000",32.0
2014,Mississippi,Income,"$75,000 or above",20.1
2014,Mississippi,Income,"From $20,000-$74,999",25.2
2014,Mississippi,Income,"Less than $20,000",34.1
2014,Missouri,Income,"$75,000 or above",21.6
2014,Missouri,Income,"From $20,000-$74,999",26.8
2014,Missouri,Income,"Less than $20,000",39.1
2014,Montana,Income,"$75,000 or above",17.5
2014,Montana,Income,"From $20,000-$74,999",27.5
2014,Montana,Income,"Less than $20,000",39.8
2014,Nebraska,Income,"$75,000 or above",18.7
2014,Nebraska,Income,"From $20,000-$74,999",23.6
2014,Nebraska,Income,"Less than $20,000",31.6
2014,Nevada,Income,"$75,000 or above",18.2
2014,Nevada,Income,"From $20,000-$74,999",21.5
2014,Nevada,Income,"Less than $20,000",31.3
2014,New Hampshire,Income,"$75,000 or above",15.9
2014,New Hampshire,Income,"From $20,000-$74,999",29.8
2014,New Hampshire,Income,"Less than $20,000",44.7
2014,New Jersey,Income,"$75,000 or above",15.5
2014,New Jersey,Income,"From $20,000-$74,999",19.9
2014,New Jersey,Income,"Less than $20,000",23.9
2014,New Mexico,Income,"$75,000 or above",19.9
2014,New Mexico,Income,"From $20,000-$74,999",25.1
2014,New Mexico,Income,"Less than $20,000",24.7
2014,New York,Income,"$75,000 or above",15.6
2014,New York,Income,"From $20,000-$74,999",18.7
2014,New York,Income,"Less than $20,000",20.5
2014,North Carolina,Income,"$75,000 or above",20.7
2014,North Carolina,Income,"From $20,000-$74,999",25.2
2014,North Carolina,Income,"Less than $20,000",31.3
2014,North Dakota,Income,"$75,000 or above",19.4
2014,North Dakota,Income,"From $20,000-$74,999",24.7
2014,North Dakota,Income,"Less than $20,000",34.9
2014,Ohio,Income,"$75,000 or above",22.2
2014,Ohio,Income,"From $20,000-$74,999",28.1
2014,Ohio,Income,"Less than $20,000",40.6
2014,Oklahoma,Income,"$75,000 or above",19.2
2014,Oklahoma,Income,"From $20,000-$74,999",27.9
2014,Oklahoma,Income,"Less than $20,000",36.6
2014,Oregon,Income,"$75,000 or above",18.7
2014,Oregon,Income,"From $20,000-$74,999",23.2
2014,Oregon,Income,"Less than $20,000",32.1
2014,Pennsylvania,Income,"$75,000 or above",20.5
2014,Pennsylvania,Income,"From $20,000-$74,999",28.0
2014,Pennsylvania,Income,"Less than $20,000",36.2
2014,Rhode Island,Income,"$75,000 or above",18.9
2014,Rhode Island,Income,"From $20,000-$74,999",19.4
2014,Rhode Island,Income,"Less than $20,000",27.4
2014,South Carolina,Income,"$75,000 or above",19.6
2014,South Carolina,Income,"From $20,000-$74,999",28.4
2014,South Carolina,Income,"Less than $20,000",36.5
2014,South Dakota,Income,"$75,000 or above",16.1
2014,South Dakota,Income,"From $20,000-$74,999",26.4
2014,South Dakota,Income,"Less than $20,000",36.5
2014,Tennessee,Income,"$75,000 or above",20.1
2014,Tennessee,Income,"From $20,000-$74,999",31.4
2014,Tennessee,Income,"Less than $20,000",38.2
2014,Texas,Income,"$75,000 or above",14.2
2014,Texas,Income,"From $20,000-$74,999",19.3
2014,Texas,Income,"Less than $20,000",16.9
2014,Utah,Income,"$75,000 or above",8.8
2014,Utah,Income,"From $20,000-$74,999",14.4
2014,Utah,Income,"Less than $20,000",20.2
2014,Vermont,Income,"$75,000 or above",14.6
2014,Vermont,Income,"From $20,000-$74,999",25.2
2014,Vermont,Income,"Less than $20,000",35.9
2014,Virginia,Income,"$75,000 or above",21.0
2014,Virginia,Income,"From $20,000-$74,999",26.7
2014,Virginia,Income,"Less than $20,000",38.9
2014,Washington,Income,"$75,000 or above",18.4
2014,Washington,Income,"From $20,000-$74,999",20.5
2014,Washington,Income,"Less than $20,000",37.7
2014,West Virginia,Income,"$75,000 or above",22.6
2014,West Virginia,Income,"From $20,000-$74,999",32.2
2014,West Virginia,Income,"Less than $20,000",44.4
2014,Wisconsin,Income,"$75,000 or above",19.1
2014,Wisconsin,Income,"From $20,000-$74,999",25.7
2014,Wisconsin,Income,"Less than $20,000",33.5
2014,Wyoming,Income,"$75,000 or above",17.3
2014,Wyoming,Income,"From $20,000-$74,999",27.0
2014,Wyoming,Income,"Less than $20,000",39.2
2015,Alabama,Income,"$75,000 or above",20.4
2015,Alabama,Income,"From $20,000-$74,999",25.9
2015,Alabama,Income,"Less than $20,000",31.5
2015,Alaska,Income,"$75,000 or above",21.0
2015,Alaska,Income,"From $20,000-$74,999",28.2
2015,Alaska,Income,"Less than $20,000",43.1
2015,Arizona,Income,"$75,000 or above",14.1
2015,Arizona,Income,"From $20,000-$74,999",20.3
2015,Arizona,Income,"Less than $20,000",20.4
2015,Arkansas,Income,"$75,000 or above",16.4
2015,Arkansas,Income,"From $20,000-$74,999",33.2
2015,Arkansas,Income,"Less than $20,000",42.3
2015,California,Income,"$75,000 or above",13.7
2015,California,Income,"From $20,000-$74,999",14.3
2015,California,Income,"Less than $20,000",17.1
2015,Colorado,Income,"$75,000 or above",19.4
2015,Colorado,Income,"From $20,000-$74,999",23.3
2015,Colorado,Income,"Less than $20,000",31.5
2015,Connecticut,Income,"$75,000 or above",13.5
2015,Connecticut,Income,"From $20,000-$74,999",21.3
2015,Connecticut,Income,"Less than $20,000",25.3
2015,Delaware,Income,"$75,000 or above",18.6
2015,Delaware,Income,"From $20,000-$74,999",22.0
2015,Delaware,Income,"Less than $20,000",32.1
2015,District of Columbia,Income,"From $20,000-$74,999",26.7
2015,District of Columbia,Income,"Less than $20,000",28.8
2015,Florida,Income,"$75,000 or above",15.7
2015,Florida,Income,"From $20,000-$74,999",19.2
2015,Florida,Income,"Less than $20,000",27.8
2015,Georgia,Income,"$75,000 or above",19.2
2015,Georgia,Income,"From $20,000-$74,999",22.8
2015,Georgia,Income,"Less than $20,000",32.5
2015,Hawaii,Income,"$75,000 or above",15.3
2015,Hawaii,Income,"From $20,000-$74,999",19.2
2015,Hawaii,Income,"Less than $20,000",22.8
2015,Idaho,Income,"$75,000 or above",15.3
2015,Idaho,Income,"From $20,000-$74,999",18.5
2015,Idaho,Income,"Less than $20,000",27.9
2015,Illinois,Income,"$75,000 or above",15.1
2015,Illinois,Income,"From $20,000-$74,999",18.5
2015,Illinois,Income,"Less than $20,000",25.4
2015,Indiana,Income,"$75,000 or above",21.0
2015,Indiana,Income,"From $20,000-$74,999",27.5
2015,Indiana,Income,"Less than $20,000",35.3
2015,Iowa,Income,"$75,000 or above",21.6
2015,Iowa,Income,"From $20,000-$74,999",24.9
2015,Iowa,Income,"Less than $20,000",32.1
2015,Kansas,Income,"$75,000 or above",19.0
2015,Kansas,Income,"From $20,000-$74,999",25.6
2015,Kansas,Income,"Less than $20,000",31.3
2015,Kentucky,Income,"$75,000 or above",26.8
2015,Kentucky,Income,"From $20,000-$74,999",34.3
2015,Kentucky,Income,"Less than $20,000",44.9
2015,Louisiana,Income,"$75,000 or above",20.1
2015,Louisiana,Income,"From $20,000-$74,999",26.7
2015,Louisiana,Income,"Less than $20,000",34.6
2015,Maine,Income,"$75,000 or above",19.3
2015,Maine,Income,"From $20,000-$74,999",27.8
2015,Maine,Income,"Less than $20,000",38.6
2015,Maryland,Income,"$75,000 or above",14.9
2015,Maryland,Income,"From $20,000-$74,999",20.5
2015,Maryland,Income,"Less than $20,000",34.6
2015,Massachusetts,Income,"$75,000 or above",18.6
2015,Massachusetts,Income,"From $20,000-$74,999",20.4
2015,Massachusetts,Income,"Less than $20,000",24.4
2015,Michigan,Income,"$75,000 or above",21.8
2015,Michigan,Income,"From $20,000-$74,999",30.5
2015,Michigan,Income,"Less than $20,000",34.4
2015,Minnesota,Income,"$75,000 or above",18.8
2015,Minnesota,Income,"From $20,000-$74,999",24.3
2015,Minnesota,Income,"Less than $20,000",30.7
2015,Mississippi,Income,"$75,000 or above",21.6
2015,Mississippi,Income,"From $20,000-$74,999",28.2
2015,Mississippi,Income,"Less than $20,000",31.5
2015,Missouri,Income,"$75,000 or above",21.3
2015,Missouri,Income,"From $20,000-$74,999",33.4
2015,Missouri,Income,"Less than $20,000",40.7
2015,Montana,Income,"$75,000 or above",18.2
2015,Montana,Income,"From $20,000-$74,999",25.5
2015,Montana,Income,"Less than $20,000",42.1
2015,Nebraska,Income,"$75,000 or above",18.8
2015,Nebraska,Income,"From $20,000-$74,999",23.4
2015,Nebraska,Income,"Less than $20,000",33.5
2015,Nevada,Income,"$75,000 or above",16.4
2015,Nevada,Income,"From $20,000-$74,999",26.2
2015,Nevada,Income,"Less than $20,000",31.2
2015,New Hampshire,Income,"$75,000 or above",19.3
2015,New Hampshire,Income,"From $20,000-$74,999",23.7
2015,New Hampshire,Income,"Less than $20,000",40.2
2015,New Jersey,Income,"$75,000 or above",16.5
2015,New Jersey,Income,"From $20,000-$74,999",17.2
2015,New Jersey,Income,"Less than $20,000",22.4
2015,New Mexico,Income,"$75,000 or above",15.8
2015,New Mexico,Income,"From $20,000-$74,999",21.9
2015,New Mexico,Income,"Less than $20,000",24.7
2015,New York,Income,"$75,000 or above",19.0
2015,New York,Income,"From $20,000-$74,999",20.0
2015,New York,Income,"Less than $20,000",23.7
2015,North Carolina,Income,"$75,000 or above",19.5
2015,North Carolina,Income,"From $20,000-$74,999",24.5
2015,North Carolina,Income,"Less than $20,000",32.0
2015,North Dakota,Income,"$75,000 or above",20.3
2015,North Dakota,Income,"From $20,000-$74,999",25.8
2015,North Dakota,Income,"Less than $20,000",31.8
2015,Ohio,Income,"$75,000 or above",22.5
2015,Ohio,Income,"From $20,000-$74,999",30.0
2015,Ohio,Income,"Less than $20,000",38.6
2015,Oklahoma,Income,"$75,000 or above",17.6
2015,Oklahoma,Income,"From $20,000-$74,999",27.7
2015,Oklahoma,Income,"Less than $20,000",38.5
2015,Oregon,Income,"$75,000 or above",16.9
2015,Oregon,Income,"From $20,000-$74,999",23.3
2015,Oregon,Income,"Less than $20,000",33.7
2015,Pennsylvania,Income,"$75,000 or above",18.9
2015,Pennsylvania,Income,"From $20,000-$74,999",22.9
2015,Pennsylvania,Income,"Less than $20,000",34.5
2015,Rhode Island,Income,"$75,000 or above",18.0
2015,Rhode Island,Income,"From $20,000-$74,999",20.2
2015,Rhode Island,Income,"Less than $20,000",25.5
2015,South Carolina,Income,"$75,000 or above",18.3
2015,South Carolina,Income,"From $20,000-$74,999",24.6
2015,South Carolina,Income,"Less than $20,000",33.4
2015,South Dakota,Income,"$75,000 or above",21.1
2015,South Dakota,Income,"From $20,000-$74,999",28.9
2015,South Dakota,Income,"Less than $20,000",43.8
2015,Tennessee,Income,"$75,000 or above",17.1
2015,Tennessee,Income,"From $20,000-$74,999",29.7
2015,Tennessee,Income,"Less than $20,000",33.5
2015,Texas,Income,"$75,000 or above",16.4
2015,Texas,Income,"From $20,000-$74,999",20.2
2015,Texas,Income,"Less than $20,000",25.3
2015,Utah,Income,"$75,000 or above",10.8
2015,Utah,Income,"From $20,000-$74,999",14.8
2015,Utah,Income,"Less than $20,000",17.1
2015,Vermont,Income,"$75,000 or above",17.5
2015,Vermont,Income,"From $20,000-$74,999",25.5
2015,Vermont,Income,"Less than $20,000",34.0
2015,Virginia,Income,"$75,000 or above",18.1
2015,Virginia,Income,"From $20,000-$74,999",23.6
2015,Virginia,Income,"Less than $20,000",31.6
2015,Washington,Income,"$75,000 or above",16.2
2015,Washington,Income,"From $20,000-$74,999",21.8
2015,Washington,Income,"Less than $20,000",27.3
2015,West Virginia,Income,"$75,000 or above",22.8
2015,West Virginia,Income,"From $20,000-$74,999",32.7
2015,West Virginia,Income,"Less than $20,000",42.5
2015,Wisconsin,Income,"$75,000 or above",19.6
2015,Wisconsin,Income,"From $20,000-$74,999",23.9
2015,Wisconsin,Income,"Less than $20,000",28.2
2015,Wyoming,Income,"$75,000 or above",21.9
2015,Wyoming,Income,"From $20,000-$74,999",26.9
2015,Wyoming,Income,"Less than $20,000",28.6
2016,Alabama,Income,"$75,000 or above",22.7
2016,Alabama,Income,"From $20,000-$74,999",27.3
2016,Alabama,Income,"Less than $20,000",36.5
2016,Alaska,Income,"$75,000 or above",18.1
2016,Alaska,Income,"From $20,000-$74,999",27.4
2016,Alaska,Income,"Less than $20,000",39.9
2016,Arizona,Income,"$75,000 or above",17.5
2016,Arizona,Income,"From $20,000-$74,999",16.7
2016,Arizona,Income,"Less than $20,000",25.2
2016,Arkansas,Income,"$75,000 or above",22.7
2016,Arkansas,Income,"From $20,000-$74,999",31.3
2016,Arkansas,Income,"Less than $20,000",35.0
2016,California,Income,"$75,000 or above",9.5
2016,California,Income,"From $20,000-$74,999",13.6
2016,California,Income,"Less than $20,000",16.6
2016,Colorado,Income,"$75,000 or above",19.0
2016,Colorado,Income,"From $20,000-$74,999",24.1
2016,Colorado,Income,"Less than $20,000",28.7
2016,Connecticut,Income,"$75,000 or above",15.4
2016,Connecticut,Income,"From $20,000-$74,999",21.2
2016,Connecticut,Income,"Less than $20,000",29.1
2016,Delaware,Income,"$75,000 or above",18.6
2016,Delaware,Income,"From $20,000-$74,999",23.5
2016,Delaware,Income,"Less than $20,000",33.3
2016,District of Columbia,Income,"$75,000 or above",12.8
2016,District of Columbia,Income,"From $20,000-$74,999",20.1
2016,District of Columbia,Income,"Less than $20,000",27.0
2016,Florida,Income,"$75,000 or above",15.9
2016,Florida,Income,"From $20,000-$74,999",20.3
2016,Florida,Income,"Less than $20,000",26.6
2016,Georgia,Income,"$75,000 or above",22.3
2016,Georgia,Income,"From $20,000-$74,999",20.8
2016,Georgia,Income,"Less than $20,000",35.0
2016,Hawaii,Income,"$75,000 or above",12.6
2016,Hawaii,Income,"From $20,000-$74,999",18.4
2016,Hawaii,Income,"Less than $20,000",24.0
2016,Idaho,Income,"$75,000 or above",12.9
2016,Idaho,Income,"From $20,000-$74,999",23.0
2016,Idaho,Income,"Less than $20,000",27.9
2016,Illinois,Income,"$75,000 or above",20.1
2016,Illinois,Income,"From $20,000-$74,999",19.8
2016,Illinois,Income,"Less than $20,000",24.3
2016,Indiana,Income,"$75,000 or above",23.6
2016,Indiana,Income,"From $20,000-$74,999",29.1
2016,Indiana,Income,"Less than $20,000",38.5
2016,Iowa,Income,"$75,000 or above",20.9
2016,Iowa,Income,"From $20,000-$74,999",25.3
2016,Iowa,Income,"Less than $20,000",33.0
2016,Kansas,Income,"$75,000 or above",17.8
2016,Kansas,Income,"From $20,000-$74,999",23.5
2016,Kansas,Income,"Less than $20,000",36.7
2016,Kentucky,Income,"$75,000 or above",23.8
2016,Kentucky,Income,"From $20,000-$74,999",30.5
2016,Kentucky,Income,"Less than $20,000",45.1
2016,Louisiana,Income,"$75,000 or above",22.2
2016,Louisiana,Income,"From $20,000-$74,999",27.4
2016,Louisiana,Income,"Less than $20,000",31.8
2016,Maine,Income,"$75,000 or above",22.1
2016,Maine,Income,"From $20,000-$74,999",27.5
2016,Maine,Income,"Less than $20,000",38.6
2016,Maryland,Income,"$75,000 or above",18.0
2016,Maryland,Income,"From $20,000-$74,999",20.1
2016,Maryland,Income,"Less than $20,000",30.2
2016,Massachusetts,Income,"$75,000 or above",14.1
2016,Massachusetts,Income,"From $20,000-$74,999",17.9
2016,Massachusetts,Income,"Less than $20,000",24.2
2016,Michigan,Income,"$75,000 or above",21.0
2016,Michigan,Income,"From $20,000-$74,999",28.9
2016,Michigan,Income,"Less than $20,000",36.4
2016,Minnesota,Income,"$75,000 or above",19.4
2016,Minnesota,Income,"From $20,000-$74,999",22.2
2016,Minnesota,Income,"Less than $20,000",34.0
2016,Mississippi,Income,"$75,000 or above",19.1
2016,Mississippi,Income,"From $20,000-$74,999",25.2
2016,Mississippi,Income,"Less than $20,000",33.7
2016,Missouri,Income,"$75,000 or above",23.2
2016,Missouri,Income,"From $20,000-$74,999",28.6
2016,Missouri,Income,"Less than $20,000",44.8
2016,Montana,Income,"$75,000 or above",18.5
2016,Montana,Income,"From $20,000-$74,999",26.8
2016,Montana,Income,"Less than $20,000",35.7
2016,Nebraska,Income,"$75,000 or above",17.7
2016,Nebraska,Income,"From $20,000-$74,999",23.8
2016,Nebraska,Income,"Less than $20,000",31.4
2016,Nevada,Income,"$75,000 or above",20.3
2016,Nevada,Income,"From $20,000-$74,999",22.5
2016,Nevada,Income,"Less than $20,000",23.1
2016,New Hampshire,Income,"$75,000 or above",20.9
2016,New Hampshire,Income,"From $20,000-$74,999",28.5
2016,New Hampshire,Income,"Less than $20,000",43.3
2016,New Jersey,Income,"$75,000 or above",15.4
2016,New Jersey,Income,"From $20,000-$74,999",18.5
2016,New Jersey,Income,"Less than $20,000",22.1
2016,New Mexico,Income,"$75,000 or above",17.4
2016,New Mexico,Income,"From $20,000-$74,999",19.1
2016,New Mexico,Income,"Less than $20,000",27.6
2016,New York,Income,"$75,000 or above",15.8
2016,New York,Income,"From $20,000-$74,999",18.1
2016,New York,Income,"Less than $20,000",21.5
2016,North Carolina,Income,"$75,000 or above",19.2
2016,North Carolina,Income,"From $20,000-$74,999",24.9
2016,North Carolina,Income,"Less than $20,000",33.3
2016,North Dakota,Income,"$75,000 or above",20.5
2016,North Dakota,Income,"From $20,000-$74,999",28.5
2016,North Dakota,Income,"Less than $20,000",36.1
2016,Ohio,Income,"$75,000 or above",24.8
2016,Ohio,Income,"From $20,000-$74,999",31.1
2016,Ohio,Income,"Less than $20,000",42.3
2016,Oklahoma,Income,"$75,000 or above",20.4
2016,Oklahoma,Income,"From $20,000-$74,999",26.1
2016,Oklahoma,Income,"Less than $20,000",34.5
2016,Oregon,Income,"$75,000 or above",16.5
2016,Oregon,Income,"From $20,000-$74,999",22.0
2016,Oregon,Income,"Less than $20,000",36.9
2016,Pennsylvania,Income,"$75,000 or above",18.7
2016,Pennsylvania,Income,"From $20,000-$74,999",26.0
2016,Pennsylvania,Income,"Less than $20,000",35.8
2016,Rhode Island,Income,"$75,000 or above",16.9
2016,Rhode Island,Income,"From $20,000-$74,999",19.9
2016,Rhode Island,Income,"Less than $20,000",22.8
2016,South Carolina,Income,"$75,000 or above",21.2
2016,South Carolina,Income,"From $20,000-$74,999",26.7
2016,South Carolina,Income,"Less than $20,000",33.6
2016,South Dakota,Income,"$75,000 or above",17.3
2016,South Dakota,Income,"From $20,000-$74,999",27.4
2016,South Dakota,Income,"Less than $20,000",32.7
2016,Tennessee,Income,"$75,000 or above",20.8
2016,Tennessee,Income,"From $20,000-$74,999",28.5
2016,Tennessee,Income,"Less than $20,000",39.7
2016,Texas,Income,"$75,000 or above",16.4
2016,Texas,Income,"From $20,000-$74,999",18.0
2016,Texas,Income,"Less than $20,000",18.2
2016,Utah,Income,"$75,000 or above",8.7
2016,Utah,Income,"From $20,000-$74,999",14.9
2016,Utah,Income,"Less than $20,000",18.2
2016,Vermont,Income,"$75,000 or above",19.4
2016,Vermont,Income,"From $20,000-$74,999",24.0
2016,Vermont,Income,"Less than $20,000",34.8
2016,Virginia,Income,"$75,000 or above",18.3
2016,Virginia,Income,"From $20,000-$74,999",22.6
2016,Virginia,Income,"Less than $20,000",26.1
2016,Washington,Income,"$75,000 or above",16.7
2016,Washington,Income,"From $20,000-$74,999",19.3
2016,Washington,Income,"Less than $20,000",25.4
2016,West Virginia,Income,"$75,000 or above",19.8
2016,West Virginia,Income,"From $20,000-$74,999",31.3
2016,West Virginia,Income,"Less than $20,000",43.5
2016,Wisconsin,Income,"$75,000 or above",15.7
2016,Wisconsin,Income,"From $20,000-$74,999",24.4
2016,Wisconsin,Income,"Less than $20,000",36.0
2016,Wyoming,Income,"$75,000 or above",22.0
2016,Wyoming,Income,"From $20,000-$74,999",24.4
2016,Wyoming,Income,"Less than $20,000",37.3
2017,Alabama,Income,"$75,000 or above",19.2
2017,Alabama,Income,"From $20,000-$74,999",28.0
2017,Alabama,Income,"Less than $20,000",39.5
2017,Alaska,Income,"$75,000 or above",20.2
2017,Alaska,Income,"From $20,000-$74,999",26.5
2017,Alaska,Income,"Less than $20,000",50.9
2017,Arizona,Income,"$75,000 or above",16.5
2017,Arizona,Income,"From $20,000-$74,999",21.2
2017,Arizona,Income,"Less than $20,000",28.6
2017,Arkansas,Income,"$75,000 or above",17.6
2017,Arkansas,Income,"From $20,000-$74,999",28.9
2017,Arkansas,Income,"Less than $20,000",43.7
2017,California,Income,"$75,000 or above",14.1
2017,California,Income,"From $20,000-$74,999",14.4
2017,California,Income,"Less than $20,000",15.5
2017,Colorado,Income,"$75,000 or above",18.5
2017,Colorado,Income,"From $20,000-$74,999",23.9
2017,Colorado,Income,"Less than $20,000",26.7
2017,Connecticut,Income,"$75,000 or above",15.2
2017,Connecticut,Income,"From $20,000-$74,999",17.9
2017,Connecticut,Income,"Less than $20,000",25.7
2017,Delaware,Income,"$75,000 or above",16.5
2017,Delaware,Income,"From $20,000-$74,999",23.4
2017,Delaware,Income,"Less than $20,000",32.1
2017,District of Columbia,Income,"$75,000 or above",11.6
2017,District of Columbia,Income,"From $20,000-$74,999",23.8
2017,District of Columbia,Income,"Less than $20,000",34.8
2017,Florida,Income,"$75,000 or above",17.0
2017,Florida,Income,"From $20,000-$74,999",21.2
2017,Florida,Income,"Less than $20,000",26.3
2017,Georgia,Income,"$75,000 or above",20.5
2017,Georgia,Income,"From $20,000-$74,999",24.0
2017,Georgia,Income,"Less than $20,000",27.6
2017,Hawaii,Income,"$75,000 or above",11.9
2017,Hawaii,Income,"From $20,000-$74,999",16.1
2017,Hawaii,Income,"Less than $20,000",20.0
2017,Idaho,Income,"$75,000 or above",11.9
2017,Idaho,Income,"From $20,000-$74,999",19.7
2017,Idaho,Income,"Less than $20,000",25.7
2017,Illinois,Income,"$75,000 or above",16.0
2017,Illinois,Income,"From $20,000-$74,999",21.1
2017,Illinois,Income,"Less than $20,000",26.7
2017,Indiana,Income,"$75,000 or above",22.7
2017,Indiana,Income,"From $20,000-$74,999",29.8
2017,Indiana,Income,"Less than $20,000",35.7
2017,Iowa,Income,"$75,000 or above",18.1
2017,Iowa,Income,"From $20,000-$74,999",25.8
2017,Iowa,Income,"Less than $20,000",31.6
2017,Kansas,Income,"$75,000 or above",18.0
2017,Kansas,Income,"From $20,000-$74,999",24.9
2017,Kansas,Income,"Less than $20,000",34.5
2017,Kentucky,Income,"$75,000 or above",27.9
2017,Kentucky,Income,"From $20,000-$74,999",29.7
2017,Kentucky,Income,"Less than $20,000",46.2
2017,Louisiana,Income,"$75,000 or above",21.5
2017,Louisiana,Income,"From $20,000-$74,999",30.0
2017,Louisiana,Income,"Less than $20,000",35.0
2017,Maine,Income,"$75,000 or above",18.6
2017,Maine,Income,"From $20,000-$74,999",23.6
